,title,price,link
66,ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) U...,"₹65,990",/asus-zenbook-flip-13-oled-touch-panel-intel-evo-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-ux363ea-hp502ws-2-1-laptop/p/itm562b2817ed484?pid=COMG96ZHMRDB9N8Z&lid=LSTCOMG96ZHMRDB9N8ZUWQWG5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_67&otracker=search&fm=organic&iid=5f441795-2f8a-45ac-ac59-f62091cbba1c.COMG96ZHMRDB9N8Z.SEARCH&ppt=None&ppn=None&ssid=11bm1c9f7k0000001663997133646&qH=c06ea84a1e3dc3c6
67,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹58,990",/lenovo-ideapad-gaming-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6d2-laptop/p/itm78e98bb9abfb1?pid=COMGBNFUHREA8EJN&lid=LSTCOMGBNFUHREA8EJNCOPCZZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_68&otracker=search&fm=organic&iid=en_Oz7HMKWExvixS%2FRfEEjqFMJerM6VHmomhN2m29WenIi6N0jtOuuH7bBoaFrsB2j6L5kqRP45OJvGMF1rCcADBw%3D%3D&ppt=None&ppn=None&ssid=11bm1c9f7k0000001663997133646&qH=c06ea84a1e3dc3c6
68,MSI GF63 Thin Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"₹49,890",/msi-gf63-thin-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-max-q-11sc-1046in-gaming-laptop/p/itm4b5beacb857d7?pid=COMGGZ23ZZPQYFJA&lid=LSTCOMGGZ23ZZPQYFJAWNHHWX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_69&otracker=search&fm=organic&iid=5f441795-2f8a-45ac-ac59-f62091cbba1c.COMGGZ23ZZPQYFJA.SEARCH&ppt=None&ppn=None&ssid=11bm1c9f7k0000001663997133646&qH=c06ea84a1e3dc3c6
69,ASUS VivoBook 15 (2022) Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ332WS T...,"₹35,990",/asus-vivobook-15-2022-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-x515ea-ej332ws-thin-light-laptop/p/itm8f93c38e258e0?pid=COMGB6DZQZWUV4P5&lid=LSTCOMGB6DZQZWUV4P5DS2A3H&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_70&otracker=search&fm=organic&iid=5f441795-2f8a-45ac-ac59-f62091cbba1c.COMGB6DZQZWUV4P5.SEARCH&ppt=None&ppn=None&ssid=11bm1c9f7k0000001663997133646&qH=c06ea84a1e3dc3c6
70,ASUS Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X415JA-BV302W Thin and Light Laptop,"₹25,990",/asus-core-i3-10th-gen-8-gb-1-tb-hdd-windows-11-home-x415ja-bv302w-thin-light-laptop/p/itmb33efa3aca61b?pid=COMGEEXVEZ8FGEZQ&lid=LSTCOMGEEXVEZ8FGEZQTXPRFY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_71&otracker=search&fm=organic&iid=5f441795-2f8a-45ac-ac59-f62091cbba1c.COMGEEXVEZ8FGEZQ.SEARCH&ppt=None&ppn=None&ssid=11bm1c9f7k0000001663997133646&qH=c06ea84a1e3dc3c6
71,Lenovo IdeaPad 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Xe) 15IAU7...,"₹56,990",/lenovo-ideapad-3-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-intel-integrated-iris-xe-15iau7-gaming-laptop/p/itmb696704ad257e?pid=COMGHA9RYJRG8JE6&lid=LSTCOMGHA9RYJRG8JE6DAGDGQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_72&otracker=search&fm=organic&iid=en_Oz7HMKWExvixS%2FRfEEjqFMJerM6VHmomhN2m29WenIjjyk5X06UrqhOK%2F%2BIaYjyQifEKlTERv40Z1E2V5nuvlg%3D%3D&ppt=None&ppn=None&ssid=11bm1c9f7k0000001663997133646&qH=c06ea84a1e3dc3c6
72,acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"₹49,890",/acer-aspire-7-ryzen-5-hexa-core-amd-r5-5500u-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-a715-42g-a715-42g-r2ne-gaming-laptop/p/itmf26ac2ffc71a8?pid=COMGYCG8ZBXWPYUU&lid=LSTCOMGYCG8ZBXWPYUUSTSMVQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_73&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMGYCG8ZBXWPYUU.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
73,ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Ho...,"₹49,890",/asus-vivobook-k15-oled-2022-ryzen-5-hexa-core-amd-r5-5500u-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-km513ua-l502ws-thin-light-laptop/p/itmbe79f1096e453?pid=COMG87FFPDWUZAKE&lid=LSTCOMG87FFPDWUZAKEIKWIHF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_74&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMG87FFPDWUZAKE.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
74,HP Pavilion Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE0208AU Thin and Light Lapt...,"₹73,790",/hp-pavilion-ryzen-7-octa-core-5800u-16-gb-1-tb-ssd-windows-11-home-13-be0208au-thin-light-laptop/p/itmf23bd08a9fa3c?pid=COMG8CY8EZG2SHRW&lid=LSTCOMG8CY8EZG2SHRWCUV70X&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_75&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMG8CY8EZG2SHRW.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
75,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹46,990",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_76&otracker=search&fm=organic&iid=en_Qc%2Ba5rVJLg2p4xcICjCwVeKGWLL9%2FinSOOnc7XQiiprONFe145F%2Fz7dZHU%2FL5l6HIISCW0zrU1nCJjOd%2FRaRgA%3D%3D&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
76,HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv2053TU Thin and Light Laptop,"₹60,890",/hp-pavilion-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-14-dv2053tu-thin-light-laptop/p/itmc1b233b426414?pid=COMGEG3ZBTGC2VYW&lid=LSTCOMGEG3ZBTGC2VYW0YPM7K&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_77&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMGEG3ZBTGC2VYW.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
77,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX...,"₹55,890",/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lh-hn310w-laptop/p/itm2aff3fc0e3cbb?pid=COMGD6KGRF4CZ2PB&lid=LSTCOMGD6KGRF4CZ2PBNRNYWO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_78&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMGD6KGRF4CZ2PB.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
78,Lenovo Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL6 Thin and Light Laptop,"₹35,890",/lenovo-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14itl6-thin-light-laptop/p/itm16e2c83bcc665?pid=COMGHMH6GVJ79VCH&lid=LSTCOMGHMH6GVJ79VCHBBOVIV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_79&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMGHMH6GVJ79VCH.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
79,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹33,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_80&otracker=search&fm=organic&iid=en_Qc%2Ba5rVJLg2p4xcICjCwVeKGWLL9%2FinSOOnc7XQiipqWYmT4vB0eQ7lyRRDUI6GBL5jhQWpdvx1OYmo5B%2BTaig%3D%3D&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
80,Lenovo Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,"₹34,890",/lenovo-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm0557881506f34?pid=COMGAPAGGHK72PZX&lid=LSTCOMGAPAGGHK72PZXHBNRY3&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_81&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMGAPAGGHK72PZX.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
81,HP Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1559AU Thin and Light Laptop,"₹30,780",/hp-athlon-dual-core-3050u-8-gb-512-gb-ssd-windows-11-home-15s-eq1559au-thin-light-laptop/p/itm805c7d908648d?pid=COMGG63HRV3GFN4G&lid=LSTCOMGG63HRV3GFN4GQCQPAT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_82&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMGG63HRV3GFN4G.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
82,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹64,890",/lenovo-ideapad-gaming-3-ryzen-7-octa-core-amd-r7-5800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-gaming3-16ach6d2-laptop/p/itme8788e71e5e2b?pid=COMGGMRSDDRGKFGU&lid=LSTCOMGGMRSDDRGKFGUT5XTRV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_83&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMGGMRSDDRGKFGU.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
83,ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹54,890",/asus-tuf-gaming-a15-ryzen-5-hexa-core-amd-r5-4600h-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fa506ihrz-hn112w-laptop/p/itm20d472c5059c0?pid=COMGGJZFJRZY45WX&lid=LSTCOMGGJZFJRZY45WXD02LFG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_84&otracker=search&fm=organic&iid=en_Qc%2Ba5rVJLg2p4xcICjCwVeKGWLL9%2FinSOOnc7XQiiprOQZRBVaghsTY3Ax3AP%2BJIDgM%2Fy%2BpZK%2BFBmxUGjT0Reg%3D%3D&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
84,HP Pavilion Gaming Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"₹54,890",/hp-pavilion-gaming-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-15-dk2100tx-laptop/p/itm3e87dbc5f071a?pid=COMG57NEE59SZD95&lid=LSTCOMG57NEE59SZD95G89GML&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_85&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMG57NEE59SZD95.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
85,HP 15s Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-GR0012AU Laptop,"₹37,990",/hp-15s-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-15s-gr0012au-laptop/p/itm9e1f8deeed35f?pid=COMFZHFWBE7APPH2&lid=LSTCOMFZHFWBE7APPH2PLTTEQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_86&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMFZHFWBE7APPH2.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
86,ASUS VivoBook 14 (2022) Ryzen 3 Dual Core AMD R3-3250U - (8 GB/256 GB SSD/Windows 11 Home) M515DA-BR32...,"₹24,890",/asus-vivobook-14-2022-ryzen-3-dual-core-amd-r3-3250u-8-gb-256-gb-ssd-windows-11-home-m515da-br322ws-thin-light-laptop/p/itm3e74b75d052c0?pid=COMGCG2GRZ7QVCDY&lid=LSTCOMGCG2GRZ7QVCDYDDOYQD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_87&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMGCG2GRZ7QVCDY.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
87,Lenovo IdeaPad Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,"₹58,990",/lenovo-ideapad-gaming-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-81y4019ein-81y401bhin-laptop/p/itm0e542b2a6f95c?pid=COMG3HHRMGSUZATZ&lid=LSTCOMG3HHRMGSUZATZHSVRV1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_88&otracker=search&fm=organic&iid=en_Qc%2Ba5rVJLg2p4xcICjCwVeKGWLL9%2FinSOOnc7XQiipoaax55nyjzYINK5mTQbqffvXREnMQfo0A81lstS7FaOg%3D%3D&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
88,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Light Laptop,"₹30,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-15itl05-thin-light-laptop/p/itmfeceb3575a35f?pid=COMGHA9RPMRF2BAR&lid=LSTCOMGHA9RPMRF2BARYJMPBY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_89&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMGHA9RPMRF2BAR.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
89,acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,08,990",/acer-predator-helios-300-core-i9-11th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-ph315-54-gaming-laptop/p/itm3732fbcde4762?pid=COMGBNUHUUUFHH4Q&lid=LSTCOMGBNUHUUUFHH4QQIMPUN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_90&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMGBNUHUUUFHH4Q.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
90,ASUS Vivobook Ultra 14 (2022) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB522WS Thi...,"₹51,990",/asus-vivobook-ultra-14-2022-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-k413ea-eb522ws-thin-light-laptop/p/itm4048fee4ee711?pid=COMGCXD7N6KYYH2K&lid=LSTCOMGCXD7N6KYYH2K3GN9BC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_91&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMGCXD7N6KYYH2K.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
91,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹58,990",/lenovo-ideapad-gaming-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6d2-laptop/p/itm78e98bb9abfb1?pid=COMGBNFUHREA8EJN&lid=LSTCOMGBNFUHREA8EJNCOPCZZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_92&otracker=search&fm=organic&iid=en_Qc%2Ba5rVJLg2p4xcICjCwVeKGWLL9%2FinSOOnc7XQiipqOiwbj%2FbS3KXO1yE2veEptL5kqRP45OJvGMF1rCcADBw%3D%3D&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
92,HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,"₹44,890",/hp-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15s-eq2144au-thin-light-laptop/p/itm1eb242c8ec463?pid=COMGBH9JDPVGD8BH&lid=LSTCOMGBH9JDPVGD8BHIZPQIL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_93&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMGBH9JDPVGD8BH.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
93,MSI Sword 15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,"₹85,890",/msi-sword-15-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-144-hz-a12ud-471in-gaming-laptop/p/itmc384d276b42b2?pid=COMGEY8WZREVKB2R&lid=LSTCOMGEY8WZREVKB2R2HVPBM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_94&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMGEY8WZREVKB2R.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
94,ASUS TUF Gaming A17 with 90Whr Battery Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 11 Ho...,"₹67,890",/asus-tuf-gaming-a17-90whr-battery-ryzen-7-octa-core-amd-r7-4800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fa706icb-hx061w-fa706ic-hx036w-laptop/p/itm1d301df445d80?pid=COMGB732ZPGYB2JP&lid=LSTCOMGB732ZPGYB2JPYP6PAL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_95&otracker=search&fm=organic&iid=65bf0164-d590-4e63-b1e2-e40b9546479b.COMGB732ZPGYB2JP.SEARCH&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
95,Lenovo IdeaPad 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Xe) 15IAU7...,"₹56,990",/lenovo-ideapad-3-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-intel-integrated-iris-xe-15iau7-gaming-laptop/p/itmb696704ad257e?pid=COMGHA9RYJRG8JE6&lid=LSTCOMGHA9RYJRG8JE6DAGDGQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_96&otracker=search&fm=organic&iid=en_Qc%2Ba5rVJLg2p4xcICjCwVeKGWLL9%2FinSOOnc7XQiipp4n7KGRoNekvconsyNy5k7ifEKlTERv40Z1E2V5nuvlg%3D%3D&ppt=None&ppn=None&ssid=ijhcdt1bjk0000001663997135023&qH=c06ea84a1e3dc3c6
96,ASUS Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) X515EA-BR391WS Laptop,"₹31,647",/asus-core-i3-11th-gen-8-gb-1-tb-hdd-windows-11-home-x515ea-br391ws-laptop/p/itm6bdb47a4758f1?pid=COMGGGYSVWRA7W7Z&lid=LSTCOMGGGYSVWRA7W7ZRSFSZC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_97&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMGGGYSVWRA7W7Z.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
97,realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,"₹31,890",/realme-book-slim-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itm8d94b3e864946?pid=COMGHU6BNPYZZAGY&lid=LSTCOMGHU6BNPYZZAGYG6PTNI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_98&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMGHU6BNPYZZAGY.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
98,acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹91,990",/acer-predator-helios-300-core-i7-10th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-ph315-53-gaming-laptop/p/itmb2022d3889ada?pid=COMGFH8KHCHZBHDQ&lid=LSTCOMGFH8KHCHZBHDQMC4B4U&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_99&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMGFH8KHCHZBHDQ.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
99,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹46,990",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_100&otracker=search&fm=organic&iid=en_PjQ%2F1IGHQm60XxULtdAS9hUeKH1UprjFL6TWPhXioz61DNFjL8X8k%2B5AcMehJSDpIISCW0zrU1nCJjOd%2FRaRgA%3D%3D&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
100,realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,"₹34,899",/realme-book-slim-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itm63278eae4e867?pid=COMG5YDPE6KHFFK6&lid=LSTCOMG5YDPE6KHFFK6TDC2UE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_5_101&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMG5YDPE6KHFFK6.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
101,Lenovo Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 15IGL05 Thin and Light Laptop,"₹24,890",/lenovo-celeron-dual-core-8-gb-256-gb-ssd-windows-11-home-15igl05-thin-light-laptop/p/itmb97a362fbc301?pid=COMGHNMAMVAGBW35&lid=LSTCOMGHNMAMVAGBW35T7SPO0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_102&otracker=search&fm=organic&iid=9bf18f57-b9cd-443e-8812-a57c137b7184.COMGHNMAMVAGBW35.SEARCH&ppt=None&ppn=None&ssid=12atvfwpvk0000001663997136301&qH=c06ea84a1e3dc3c6
